lncRNA,target
WDR5B-DT,CSNK1E
WDR5B-DT,CYSTM1
WDR5B-DT,CSNK1A1
WDR5B-DT,CTSB
WDR5B-DT,DAP3
WDR5B-DT,DAZAP2
WDR5B-DT,CYCS
WDR5B-DT,CX3CL1
WDR5B-DT,DENR
WDR5B-DT,CYP46A1
WDR5B-DT,DHRS7B
WDR5B-DT,DCTN4
WDR5B-DT,DCAF7
WDR5B-DT,DGKB
WDR5B-DT,DNAJB1
WDR5B-DT,DIP2A
WDR5B-DT,DPM1
WDR5B-DT,DGKE
WDR5B-DT,DNM1L
WDR5B-DT,DTD1
WDR5B-DT,DPYSL5
WDR5B-DT,DTWD2
WDR5B-DT,DOP1B
WDR5B-DT,DNASE1
WDR5B-DT,ECE1
WDR5B-DT,EFCAB6
WDR5B-DT,ECHDC2
WDR5B-DT,ELMOD1
WDR5B-DT,DSTYK
WDR5B-DT,EDEM3
WDR5B-DT,EIF2AK4
WDR5B-DT,ELOC
WDR5B-DT,ELAPOR1
WDR5B-DT,EPB41
WDR5B-DT,ERGIC1
WDR5B-DT,ESYT2
WDR5B-DT,FDPS
WDR5B-DT,FBXL2
WDR5B-DT,FBXO34
WDR5B-DT,FAM153A
WDR5B-DT,FOS
WDR5B-DT,FERMT2
WDR5B-DT,FTL
WDR5B-DT,FOXK2
WDR5B-DT,FTCDNL1
WDR5B-DT,FGD4
WDR5B-DT,FRMD4B
WDR5B-DT,GALNT11
WDR5B-DT,GGNBP2
WDR5B-DT,GMCL1
WDR5B-DT,GNG3
WDR5B-DT,GABPB2
WDR5B-DT,GHITM
WDR5B-DT,GFM1
WDR5B-DT,GAS7
WDR5B-DT,GOLGA8A
WDR5B-DT,GNAQ
WDR5B-DT,GOLGA8B
WDR5B-DT,GFPT1
WDR5B-DT,GPR137C
WDR5B-DT,GMPS
WDR5B-DT,HAGH
WDR5B-DT,GPR155
WDR5B-DT,GTF2IRD1
WDR5B-DT,GPSM2
WDR5B-DT,HINT1
WDR5B-DT,HM13
WDR5B-DT,HMGB1
WDR5B-DT,HPCAL1
WDR5B-DT,HSD17B12
WDR5B-DT,HNRNPA3
WDR5B-DT,INPP5B
WDR5B-DT,HSBP1
WDR5B-DT,ICA1L
WDR5B-DT,IRAK1BP1
WDR5B-DT,KANTR
WDR5B-DT,IRS2
WDR5B-DT,KCNJ3
WDR5B-DT,KDM4B
WDR5B-DT,KDM1A
WDR5B-DT,KCND3
WDR5B-DT,KCNT1
WDR5B-DT,KIAA1328
WDR5B-DT,KIAA0319L
WDR5B-DT,KIAA0586
WDR5B-DT,L3MBTL4
WDR5B-DT,KLHL7
WDR5B-DT,KLHL28
WDR5B-DT,LARGE1
WDR5B-DT,KPNA6
WDR5B-DT,LIMS1
WDR5B-DT,LONRF1
WDR5B-DT,LRRFIP1
WDR5B-DT,LRRC28
WDR5B-DT,LNPK
WDR5B-DT,LRCH3
WDR5B-DT,LYRM2
WDR5B-DT,LYRM7
WDR5B-DT,MED27
WDR5B-DT,MBD2
WDR5B-DT,MAPKBP1
WDR5B-DT,MEAF6
WDR5B-DT,MICOS13
WDR5B-DT,MGST3
WDR5B-DT,MKNK1
WDR5B-DT,MRPS21
WDR5B-DT,MICU3
WDR5B-DT,MSH3
WDR5B-DT,MPPED2
WDR5B-DT,MTERF1
WDR5B-DT,MGAT4A
WDR5B-DT,MROH1
WDR5B-DT,MZT2A
WDR5B-DT,MRPS27
WDR5B-DT,NAA16
WDR5B-DT,MTMR9
WDR5B-DT,NARS2
WDR5B-DT,NDUFA12
WDR5B-DT,NDUFB6
WDR5B-DT,NDUFS8
WDR5B-DT,MYO6
WDR5B-DT,NDUFS2
WDR5B-DT,NDUFV3
WDR5B-DT,NIPAL2
WDR5B-DT,NFKB1
WDR5B-DT,NEK9
WDR5B-DT,NSRP1
WDR5B-DT,NUDC
WDR5B-DT,NRIP3
WDR5B-DT,NPTXR
WDR5B-DT,OCIAD1
WDR5B-DT,NT5C2
WDR5B-DT,NUBPL
WDR5B-DT,OPTN
WDR5B-DT,NUP54
WDR5B-DT,OSBP
WDR5B-DT,OAZ2
WDR5B-DT,PAAF1
WDR5B-DT,NXPE3
WDR5B-DT,P4HB
WDR5B-DT,PCSK6
WDR5B-DT,PDIA3
WDR5B-DT,PAFAH1B1
WDR5B-DT,PCGF5
WDR5B-DT,PANK2
WDR5B-DT,PFKM
WDR5B-DT,PCM1
WDR5B-DT,PGK1
WDR5B-DT,PIGX
WDR5B-DT,PHF20
WDR5B-DT,PIK3CB
WDR5B-DT,PGM2L1
WDR5B-DT,PLA2G12A
WDR5B-DT,PLEKHB2
WDR5B-DT,POLR2L
WDR5B-DT,PPA2
WDR5B-DT,PMP22
WDR5B-DT,PLEKHA5
WDR5B-DT,PNPT1
WDR5B-DT,PPDPF
WDR5B-DT,PPIB
WDR5B-DT,PPM1B
WDR5B-DT,POC1B
WDR5B-DT,PLEKHA1
WDR5B-DT,POM121
WDR5B-DT,PPP2R1A
WDR5B-DT,PPM1K
WDR5B-DT,PRKACA
WDR5B-DT,PRKRA
WDR5B-DT,PRKN
WDR5B-DT,PPM1A
WDR5B-DT,PREPL
WDR5B-DT,PTGR1
WDR5B-DT,PRKAR2A
WDR5B-DT,PSMD1
WDR5B-DT,PTPN2
WDR5B-DT,PRXL2A
WDR5B-DT,PTDSS1
WDR5B-DT,PSMG2
WDR5B-DT,RAC1
WDR5B-DT,RAF1
WDR5B-DT,RASGEF1B
WDR5B-DT,RARS2
WDR5B-DT,RBM39
WDR5B-DT,RIOK3
WDR5B-DT,RILPL1
WDR5B-DT,RNF149
WDR5B-DT,RNF170
WDR5B-DT,RNPC3
WDR5B-DT,RNF157
WDR5B-DT,RPL34
WDR5B-DT,RPL38
WDR5B-DT,RNF216
WDR5B-DT,RPS19
WDR5B-DT,RPS9
WDR5B-DT,RPL13
WDR5B-DT,RPL7L1
WDR5B-DT,RSU1
WDR5B-DT,ROCK2
WDR5B-DT,SANBR
WDR5B-DT,RPS29
WDR5B-DT,RPS6KA3
WDR5B-DT,SCRG1
WDR5B-DT,RTTN
WDR5B-DT,SCAMP1
WDR5B-DT,SEC22A
WDR5B-DT,RSPH3
WDR5B-DT,SEC24B
WDR5B-DT,SCAF11
WDR5B-DT,SEPTIN4
WDR5B-DT,SFPQ
WDR5B-DT,SFXN1
WDR5B-DT,SIDT1
WDR5B-DT,SLC17A5
WDR5B-DT,SGSM1
WDR5B-DT,SIRT2
WDR5B-DT,SH3GLB1
WDR5B-DT,SLC22A10
WDR5B-DT,SLC35G2
WDR5B-DT,SLC30A3
WDR5B-DT,SLC37A3
WDR5B-DT,SLC25A37
WDR5B-DT,SLC25A16
WDR5B-DT,SLC44A5
WDR5B-DT,SLC12A6
WDR5B-DT,SMIM8
WDR5B-DT,SLC43A2
WDR5B-DT,SLMAP
WDR5B-DT,SMC3
WDR5B-DT,SMIM14
WDR5B-DT,SMURF2
WDR5B-DT,SPATS2
WDR5B-DT,SPCS1
WDR5B-DT,SPAG16
WDR5B-DT,SPPL3
WDR5B-DT,SRFBP1
WDR5B-DT,SOCS7
WDR5B-DT,SRSF3
WDR5B-DT,SSU72
WDR5B-DT,ST3GAL3
WDR5B-DT,SPTLC2
WDR5B-DT,SULT1A1
WDR5B-DT,STAT3
WDR5B-DT,STK3
WDR5B-DT,SUMF1
WDR5B-DT,SRSF4
WDR5B-DT,ST3GAL2
WDR5B-DT,SUGP2
WDR5B-DT,TATDN1
WDR5B-DT,SVOP
WDR5B-DT,SYMPK
WDR5B-DT,TAF3
WDR5B-DT,SYT12
WDR5B-DT,SYN3
WDR5B-DT,TBC1D32
WDR5B-DT,TBC1D15
WDR5B-DT,TAF1
WDR5B-DT,TBCK
WDR5B-DT,TMEM258
WDR5B-DT,TMEM130
WDR5B-DT,THADA
WDR5B-DT,TMEM241
WDR5B-DT,TMEM108
WDR5B-DT,TOMM7
WDR5B-DT,TMEM120B
WDR5B-DT,TMEM67
WDR5B-DT,TNK2
WDR5B-DT,TPK1
WDR5B-DT,TRNAU1AP
WDR5B-DT,TSG101
WDR5B-DT,TMOD3
WDR5B-DT,TPM3
WDR5B-DT,TTYH1
WDR5B-DT,TSPAN3
WDR5B-DT,UBE2B
WDR5B-DT,UBAP2
WDR5B-DT,UBE3D
WDR5B-DT,TSC2
WDR5B-DT,UBE2G2
WDR5B-DT,UQCRH
WDR5B-DT,UPF3A
WDR5B-DT,UROS
WDR5B-DT,TYRO3
WDR5B-DT,VPS29
WDR5B-DT,UBE2I
WDR5B-DT,VPS45
WDR5B-DT,VPS36
WDR5B-DT,USP54
WDR5B-DT,VKORC1L1
WDR5B-DT,WDR82
WDR5B-DT,YPEL3
WDR5B-DT,WWOX
WDR5B-DT,WIPF2
WDR5B-DT,WWC1
WDR5B-DT,WRN
WDR5B-DT,WDR12
WDR5B-DT,YEATS2
WDR5B-DT,ZFAND6
WDR5B-DT,ZC3H8
WDR5B-DT,XIAP
WDR5B-DT,ZMYM5
WDR5B-DT,XPO1
WDR5B-DT,ZNF277
WDR5B-DT,ZFP14
WDR5B-DT,ZNF397
WDR5B-DT,ZNF33A
WDR5B-DT,ZMAT3
WDR5B-DT,ZNF91
WDR5B-DT,ZRANB3
XACT,ALDOA
XACT,ATP5F1D
XACT,ATP5MC2
XACT,ATP5MJ
XACT,ATP6V1D
XACT,ATP5PD
XACT,B3GAT3
XACT,CAMK1
XACT,CLTA
XACT,COX5B
XACT,DAP3
XACT,DHRS7B
XACT,FAM228B
XACT,FDPS
XACT,HAGH
XACT,IFT25
XACT,IMMP1L
XACT,LAMTOR5
XACT,MED27
XACT,MICOS13
XACT,MT-ND4L
XACT,MIPOL1
XACT,NDUFA3
XACT,NDUFB7
XACT,NDUFB1
XACT,NDUFB6
XACT,NICOL1
XACT,NUDC
XACT,POLR2L
XACT,POMP
XACT,PPA2
XACT,PRDX1
XACT,QTRT1
XACT,RPS18
XACT,RPS15
XACT,RPS17
XACT,SLC35G2
XACT,SUCLG1
XACT,TATDN1
XACT,TMEM160
XACT,TMSB10
XACT,TRNAU1AP
XACT,UBL5
XACT,UQCRH
XACT,UQCRQ
XACT,ZBTB8OS
XIST,IFT25
XIST,NDUFB7
XIST,NICOL1
XIST,TMEM160
ZBTB20-AS5,AGO4
ZBTB20-AS5,CDC73
ZBTB20-AS5,FGFR3
ZBTB20-AS5,HSP90B1
ZBTB20-AS5,MAL2
ZBTB20-AS5,RANBP9
ZBTB47-AS1,ABI1
ZBTB47-AS1,ACTR10
ZBTB47-AS1,ADK
ZBTB47-AS1,ADAM9
ZBTB47-AS1,AKAP7
ZBTB47-AS1,AKAP10
ZBTB47-AS1,AMN1
ZBTB47-AS1,ANKAR
ZBTB47-AS1,AP1S2
ZBTB47-AS1,ANO6
ZBTB47-AS1,ARHGAP20
ZBTB47-AS1,ARL5A
ZBTB47-AS1,ATG5
ZBTB47-AS1,ARHGAP29
ZBTB47-AS1,ATP5MK
ZBTB47-AS1,ASCC3
ZBTB47-AS1,BCAS2
ZBTB47-AS1,ATF7IP
ZBTB47-AS1,BEX3
ZBTB47-AS1,ATP8B1
ZBTB47-AS1,BEND6
ZBTB47-AS1,C1orf52
ZBTB47-AS1,CAB39
ZBTB47-AS1,CACYBP
ZBTB47-AS1,BTBD7
ZBTB47-AS1,CARNMT1
ZBTB47-AS1,CCNC
ZBTB47-AS1,CCNH
ZBTB47-AS1,CCDC91
ZBTB47-AS1,CBLB
ZBTB47-AS1,CDC42SE2
ZBTB47-AS1,CCDC186
ZBTB47-AS1,CD2AP
ZBTB47-AS1,CDC14B
ZBTB47-AS1,CDS1
ZBTB47-AS1,CCSER2
ZBTB47-AS1,CEP15
ZBTB47-AS1,CFAP36
ZBTB47-AS1,CEP97
ZBTB47-AS1,CERT1
ZBTB47-AS1,COPRS
ZBTB47-AS1,COMMD6
ZBTB47-AS1,CMC1
ZBTB47-AS1,COX7C
ZBTB47-AS1,COPB1
ZBTB47-AS1,CPNE8
ZBTB47-AS1,CNOT6L
ZBTB47-AS1,CSE1L
ZBTB47-AS1,CSGALNACT2
ZBTB47-AS1,CSNK1G3
ZBTB47-AS1,CRPPA
ZBTB47-AS1,DDAH1
ZBTB47-AS1,DENR
ZBTB47-AS1,DDX6
ZBTB47-AS1,DENND6A
ZBTB47-AS1,DHX36
ZBTB47-AS1,DOK5
ZBTB47-AS1,DENND1B
ZBTB47-AS1,DENND4A
ZBTB47-AS1,DNAJC13
ZBTB47-AS1,DPY19L3
ZBTB47-AS1,EFCAB7
ZBTB47-AS1,DOCK7
ZBTB47-AS1,EIF3J
ZBTB47-AS1,EFR3A
ZBTB47-AS1,ELMOD1
ZBTB47-AS1,ELAVL4
ZBTB47-AS1,ELF2
ZBTB47-AS1,EIF4A2
ZBTB47-AS1,ELL2
ZBTB47-AS1,EFCAB14
ZBTB47-AS1,EIF4G2
ZBTB47-AS1,ENPP4
ZBTB47-AS1,EPS8
ZBTB47-AS1,EPB41
ZBTB47-AS1,ELP4
ZBTB47-AS1,ERO1A
ZBTB47-AS1,FAM177A1
ZBTB47-AS1,FAM81A
ZBTB47-AS1,FAM135A
ZBTB47-AS1,FAM169A
ZBTB47-AS1,EVI5
ZBTB47-AS1,FKBP2
ZBTB47-AS1,FMR1
ZBTB47-AS1,FOXN2
ZBTB47-AS1,FYN
ZBTB47-AS1,FRS2
ZBTB47-AS1,FIP1L1
ZBTB47-AS1,G3BP2
ZBTB47-AS1,GAB1
ZBTB47-AS1,GABRG1
ZBTB47-AS1,GIPC2
ZBTB47-AS1,GPBP1
ZBTB47-AS1,GRID2
ZBTB47-AS1,GRIA2
ZBTB47-AS1,HACD2
ZBTB47-AS1,GPSM2
ZBTB47-AS1,GPR180
ZBTB47-AS1,HMGCLL1
ZBTB47-AS1,HMGN1
ZBTB47-AS1,HMGB1
ZBTB47-AS1,HSP90AA1
ZBTB47-AS1,HS3ST5
ZBTB47-AS1,IDI1
ZBTB47-AS1,IMMP1L
ZBTB47-AS1,IFT57
ZBTB47-AS1,HTR2A
ZBTB47-AS1,HSP90B1
ZBTB47-AS1,IBTK
ZBTB47-AS1,ISCA1
ZBTB47-AS1,IPO11
ZBTB47-AS1,INTS8
ZBTB47-AS1,IPO8
ZBTB47-AS1,ICA1L
ZBTB47-AS1,IPO7
ZBTB47-AS1,KIAA0825
ZBTB47-AS1,KRAS
ZBTB47-AS1,KIF2A
ZBTB47-AS1,KRIT1
ZBTB47-AS1,LAMP2
ZBTB47-AS1,KMT2E
ZBTB47-AS1,LMBRD1
ZBTB47-AS1,LATS1
ZBTB47-AS1,KPNA4
ZBTB47-AS1,LNPK
ZBTB47-AS1,LUZP2
ZBTB47-AS1,MACROD2
ZBTB47-AS1,MAP2K4
ZBTB47-AS1,LYRM7
ZBTB47-AS1,MAPK9
ZBTB47-AS1,ME1
ZBTB47-AS1,MARCHF7
ZBTB47-AS1,METTL25
ZBTB47-AS1,MFF
ZBTB47-AS1,MICU2
ZBTB47-AS1,MBOAT2
ZBTB47-AS1,MNAT1
ZBTB47-AS1,MORF4L1
ZBTB47-AS1,MT-ND3
ZBTB47-AS1,MT-ND4L
ZBTB47-AS1,MSMO1
ZBTB47-AS1,MOSMO
ZBTB47-AS1,MKKS
ZBTB47-AS1,N4BP2L1
ZBTB47-AS1,NAE1
ZBTB47-AS1,NAF1
ZBTB47-AS1,MYO1B
ZBTB47-AS1,NDUFA1
ZBTB47-AS1,NAA50
ZBTB47-AS1,NDUFA5
ZBTB47-AS1,NMD3
ZBTB47-AS1,NIPAL2
ZBTB47-AS1,NT5C3A
ZBTB47-AS1,NFIB
ZBTB47-AS1,NR1D2
ZBTB47-AS1,NKTR
ZBTB47-AS1,NUBPL
ZBTB47-AS1,P4HA1
ZBTB47-AS1,OSBP
ZBTB47-AS1,PAIP2
ZBTB47-AS1,OXSR1
ZBTB47-AS1,OPA1
ZBTB47-AS1,ODF2L
ZBTB47-AS1,ORC4
ZBTB47-AS1,PAPOLA
ZBTB47-AS1,PDCD10
ZBTB47-AS1,PALS2
ZBTB47-AS1,PCGF5
ZBTB47-AS1,PDE5A
ZBTB47-AS1,PIBF1
ZBTB47-AS1,PIGX
ZBTB47-AS1,PICALM
ZBTB47-AS1,PKIA
ZBTB47-AS1,PPA2
ZBTB47-AS1,PNPLA8
ZBTB47-AS1,PPA1
ZBTB47-AS1,PPP4R4
ZBTB47-AS1,PPP2R5C
ZBTB47-AS1,PPP4R2
ZBTB47-AS1,PPIG
ZBTB47-AS1,PRMT9
ZBTB47-AS1,PRKCI
ZBTB47-AS1,PSIP1
ZBTB47-AS1,PSMD12
ZBTB47-AS1,PTDSS1
ZBTB47-AS1,PXK
ZBTB47-AS1,RAB12
ZBTB47-AS1,PSME4
ZBTB47-AS1,PTBP3
ZBTB47-AS1,RAVER2
ZBTB47-AS1,RASA2
ZBTB47-AS1,RBM26
ZBTB47-AS1,RBL2
ZBTB47-AS1,REPS1
ZBTB47-AS1,RPL29
ZBTB47-AS1,RRAS2
ZBTB47-AS1,RO60
ZBTB47-AS1,RUFY2
ZBTB47-AS1,SDCBP
ZBTB47-AS1,SCFD1
ZBTB47-AS1,SEC23A
ZBTB47-AS1,SERINC3
ZBTB47-AS1,SENP7
ZBTB47-AS1,SEC63
ZBTB47-AS1,SH3BGRL2
ZBTB47-AS1,SGCE
ZBTB47-AS1,SH3GLB1
ZBTB47-AS1,SLC22A15
ZBTB47-AS1,SKIL
ZBTB47-AS1,SLC39A10
ZBTB47-AS1,SMARCA1
ZBTB47-AS1,SLC6A15
ZBTB47-AS1,SLC30A7
ZBTB47-AS1,SMARCAD1
ZBTB47-AS1,SNX3
ZBTB47-AS1,SMC6
ZBTB47-AS1,SNX6
ZBTB47-AS1,SMIM14
ZBTB47-AS1,SMURF2
ZBTB47-AS1,SPARCL1
ZBTB47-AS1,SPATA7
ZBTB47-AS1,SPATA6
ZBTB47-AS1,ST13
ZBTB47-AS1,ST7
ZBTB47-AS1,SRP54
ZBTB47-AS1,SREK1IP1
ZBTB47-AS1,STMN1
ZBTB47-AS1,ST6GALNAC3
ZBTB47-AS1,STT3B
ZBTB47-AS1,SYT4
ZBTB47-AS1,TATDN1
ZBTB47-AS1,TCEAL7
ZBTB47-AS1,TDG
ZBTB47-AS1,TMEM160
ZBTB47-AS1,TFG
ZBTB47-AS1,TMEM230
ZBTB47-AS1,TMEM131L
ZBTB47-AS1,TM9SF3
ZBTB47-AS1,TOMM7
ZBTB47-AS1,TMEM67
ZBTB47-AS1,TPST1
ZBTB47-AS1,TMEM135
ZBTB47-AS1,TRMT61B
ZBTB47-AS1,TRAPPC11
ZBTB47-AS1,TRIQK
ZBTB47-AS1,TRMT11
ZBTB47-AS1,TTC13
ZBTB47-AS1,TTC39C
ZBTB47-AS1,UBA2
ZBTB47-AS1,UBE3D
ZBTB47-AS1,UBE2K
ZBTB47-AS1,UGCG
ZBTB47-AS1,UBE3C
ZBTB47-AS1,TTLL7
ZBTB47-AS1,USO1
ZBTB47-AS1,UBR1
ZBTB47-AS1,VAV3
ZBTB47-AS1,VPS35L
ZBTB47-AS1,USP53
ZBTB47-AS1,VAPA
ZBTB47-AS1,VKORC1L1
ZBTB47-AS1,WDSUB1
ZBTB47-AS1,WDR41
ZBTB47-AS1,WAPL
ZBTB47-AS1,WDR17
ZBTB47-AS1,ZC2HC1A
ZBTB47-AS1,ZCCHC7
ZBTB47-AS1,ZDHHC20
ZBTB47-AS1,ZNF277
ZBTB47-AS1,ZNF638
ZEB1-AS1,ABHD17B
ZBTB47-AS1,ZNF37A
ZEB1-AS1,ACYP2
ZEB1-AS1,ADAMTS19
ZEB1-AS1,ADAM23
ZEB1-AS1,ACSL3
ZEB1-AS1,AEBP2
ZEB1-AS1,AKAP7
ZEB1-AS1,AKIRIN1
ZEB1-AS1,ANAPC10
ZEB1-AS1,ADCY9
ZEB1-AS1,ALCAM
ZEB1-AS1,AMMECR1
ZEB1-AS1,ANKRD46
ZEB1-AS1,AGFG1
ZEB1-AS1,ANKRD13C
ZEB1-AS1,APOE
ZEB1-AS1,ANKIB1
ZEB1-AS1,AHCTF1
ZEB1-AS1,AP3M2
ZEB1-AS1,ARL8B
ZEB1-AS1,ARHGAP20
ZEB1-AS1,ARAP2
ZEB1-AS1,ARL5A
ZEB1-AS1,ARHGAP21
ZEB1-AS1,ATF4
ZEB1-AS1,ARPP21
ZEB1-AS1,ARHGAP42
ZEB1-AS1,ATP6V1F
ZEB1-AS1,ATXN10
ZEB1-AS1,BAALC
ZEB1-AS1,BASP1
ZEB1-AS1,ATAD2B
ZEB1-AS1,BEX3
ZEB1-AS1,BICDL1
ZEB1-AS1,ATP8A1
ZEB1-AS1,ATRN
ZEB1-AS1,ATRNL1
ZEB1-AS1,BLTP3B
ZEB1-AS1,BICC1
ZEB1-AS1,BCOR
ZEB1-AS1,BBS2
ZEB1-AS1,C1orf52
ZEB1-AS1,BMAL2
ZEB1-AS1,C2orf72
ZEB1-AS1,C6orf62
ZEB1-AS1,BPNT2
ZEB1-AS1,CAMK2N1
ZEB1-AS1,BRD10
ZEB1-AS1,C1GALT1
ZEB1-AS1,CACHD1
ZEB1-AS1,CACNG2
ZEB1-AS1,CBFB
ZEB1-AS1,CARNMT1
ZEB1-AS1,CCDC85B
ZEB1-AS1,CCDC148
ZEB1-AS1,CCT2
ZEB1-AS1,CCNYL1
ZEB1-AS1,CDC16
ZEB1-AS1,CASP8AP2
ZEB1-AS1,CAMSAP2
ZEB1-AS1,CCNY
ZEB1-AS1,CDC40
ZEB1-AS1,CDKN2D
ZEB1-AS1,CASK
ZEB1-AS1,CDK17
ZEB1-AS1,CDK8
ZEB1-AS1,CDC14B
ZEB1-AS1,CDS1
ZEB1-AS1,CCDC82
ZEB1-AS1,CEP83
ZEB1-AS1,CDK19
ZEB1-AS1,CHKA
ZEB1-AS1,CKB
ZEB1-AS1,CDK12
ZEB1-AS1,CHN2
ZEB1-AS1,CHSY3
ZEB1-AS1,CEP126
ZEB1-AS1,CERS6
ZEB1-AS1,CMAS
ZEB1-AS1,CEP85L
ZEB1-AS1,CMPK1
ZEB1-AS1,CNIH3
ZEB1-AS1,CNRIP1
ZEB1-AS1,CLASP2
ZEB1-AS1,COP1
ZEB1-AS1,CNNM1
ZEB1-AS1,CNTN3
ZEB1-AS1,COLGALT2
ZEB1-AS1,CPOX
ZEB1-AS1,CMTM4
ZEB1-AS1,CREM
ZEB1-AS1,CRK
ZEB1-AS1,CTXN1
ZEB1-AS1,CRIM1
ZEB1-AS1,CREG2
ZEB1-AS1,CSNK1G3
ZEB1-AS1,CUL3
ZEB1-AS1,DCBLD2
ZEB1-AS1,DDX42
ZEB1-AS1,CYP7B1
ZEB1-AS1,DCAF10
ZEB1-AS1,DHX29
ZEB1-AS1,DHX36
ZEB1-AS1,DRAP1
ZEB1-AS1,DNAJB11
ZEB1-AS1,DNAJB14
ZEB1-AS1,DPY19L2
ZEB1-AS1,DUT
ZEB1-AS1,EID1
ZEB1-AS1,EIF5A
ZEB1-AS1,EIF3J
ZEB1-AS1,EGLN1
ZEB1-AS1,EFNB2
ZEB1-AS1,EFR3A
ZEB1-AS1,ELOVL4
ZEB1-AS1,EDEM3
ZEB1-AS1,ELF2
ZEB1-AS1,EPDR1
ZEB1-AS1,ELAPOR2
ZEB1-AS1,EML4
ZEB1-AS1,EPC2
ZEB1-AS1,EPB41L4B
ZEB1-AS1,ESYT2
ZEB1-AS1,ETV6
ZEB1-AS1,EXOSC6
ZEB1-AS1,FAM184A
ZEB1-AS1,FAM117B
ZEB1-AS1,FAF1
ZEB1-AS1,FKBP2
ZEB1-AS1,FBXL7
ZEB1-AS1,FCHSD2
ZEB1-AS1,FCHO2
ZEB1-AS1,FAM199X
ZEB1-AS1,FMNL2
ZEB1-AS1,FOXK2
ZEB1-AS1,FOXO1
ZEB1-AS1,GABRA5
ZEB1-AS1,FIP1L1
ZEB1-AS1,G3BP2
ZEB1-AS1,GMDS
ZEB1-AS1,GCFC2
ZEB1-AS1,GIPC2
ZEB1-AS1,GDA
ZEB1-AS1,GHR
ZEB1-AS1,GLCCI1
ZEB1-AS1,GMCL1
ZEB1-AS1,GLDN
ZEB1-AS1,GLS
ZEB1-AS1,GOLPH3
ZEB1-AS1,GOLM2
ZEB1-AS1,GPX1
ZEB1-AS1,GNAL
ZEB1-AS1,GNPTAB
ZEB1-AS1,GPBP1
ZEB1-AS1,GRAMD2B
ZEB1-AS1,GPM6B
ZEB1-AS1,GNAQ
ZEB1-AS1,GRK4
ZEB1-AS1,H2AZ1
ZEB1-AS1,GPR158
ZEB1-AS1,GTF2A1
ZEB1-AS1,GRSF1
ZEB1-AS1,GSK3B
ZEB1-AS1,HMGN1
ZEB1-AS1,HS3ST5
ZEB1-AS1,ID2
ZEB1-AS1,HIPK3
ZEB1-AS1,IFNGR2
ZEB1-AS1,HOMER1
ZEB1-AS1,IFT88
ZEB1-AS1,IFT81
ZEB1-AS1,HSPH1
ZEB1-AS1,HSPA5
ZEB1-AS1,HS2ST1
ZEB1-AS1,INPP5A
ZEB1-AS1,INTS10
ZEB1-AS1,INPP5F
ZEB1-AS1,ICE1
ZEB1-AS1,IPO8
ZEB1-AS1,JPH1
ZEB1-AS1,KAT2B
ZEB1-AS1,ITGB1
ZEB1-AS1,KANSL1L
ZEB1-AS1,KCNMB4
ZEB1-AS1,KDM4C
ZEB1-AS1,JMJD1C
ZEB1-AS1,KCNQ5
ZEB1-AS1,KIF5B
ZEB1-AS1,KIF21A
ZEB1-AS1,KLHDC2
ZEB1-AS1,KPNA3
ZEB1-AS1,KLHDC10
ZEB1-AS1,LHFPL3
ZEB1-AS1,LIPA
ZEB1-AS1,LGR4
ZEB1-AS1,LONRF1
ZEB1-AS1,LPAR1
ZEB1-AS1,LMO4
ZEB1-AS1,LUC7L
ZEB1-AS1,LYPLAL1
ZEB1-AS1,LTBP1
ZEB1-AS1,MAN1A1
ZEB1-AS1,MARCHF11
ZEB1-AS1,MAP6
ZEB1-AS1,MAP3K4
ZEB1-AS1,MAN2A1
ZEB1-AS1,MAPK1
ZEB1-AS1,MBD2
ZEB1-AS1,MRPL41
ZEB1-AS1,MRPL20
ZEB1-AS1,MT-ND1
ZEB1-AS1,MOSMO
ZEB1-AS1,MKKS
ZEB1-AS1,MICU3
ZEB1-AS1,MSH3
ZEB1-AS1,MSL1
ZEB1-AS1,MSL2
ZEB1-AS1,MZT2B
ZEB1-AS1,MTMR6
ZEB1-AS1,MPDZ
ZEB1-AS1,NAF1
ZEB1-AS1,NDUFA3
ZEB1-AS1,NDUFB7
ZEB1-AS1,NDUFB2
ZEB1-AS1,NENF
ZEB1-AS1,NAMPT
ZEB1-AS1,NICOL1
ZEB1-AS1,NEK7
ZEB1-AS1,NECTIN3
ZEB1-AS1,NHLRC3
ZEB1-AS1,NIPAL2
ZEB1-AS1,NETO1
ZEB1-AS1,NEO1
ZEB1-AS1,NETO2
ZEB1-AS1,NEDD4L
ZEB1-AS1,NRDC
ZEB1-AS1,NRG3
ZEB1-AS1,NSMAF
ZEB1-AS1,NR3C2
ZEB1-AS1,NTN4
ZEB1-AS1,OST4
ZEB1-AS1,NUS1
ZEB1-AS1,NRIP1
ZEB1-AS1,NUP58
ZEB1-AS1,OSBP
ZEB1-AS1,PAIP1
ZEB1-AS1,OFD1
ZEB1-AS1,OSTM1
ZEB1-AS1,ORC4
ZEB1-AS1,PAM
ZEB1-AS1,PCSK1N
ZEB1-AS1,OGFRL1
ZEB1-AS1,PAPOLA
ZEB1-AS1,PAXBP1
ZEB1-AS1,PCNP
ZEB1-AS1,PAK2
ZEB1-AS1,PAN3
ZEB1-AS1,OTUD4
ZEB1-AS1,PDHX
ZEB1-AS1,PDE8B
