lncRNA,target
MALAT1,EPHB2
MALAT1,ETFDH
MALAT1,EXT1
MALAT1,FABP3
MALAT1,FASN
MALAT1,FKTN
MALAT1,FGF1
MALAT1,FKBP4
MALAT1,FTH1
MALAT1,FTL
MALAT1,B4GALNT1
MALAT1,GALK2
MALAT1,GALNT2
MALAT1,GFPT1
MALAT1,GGT7
MALAT1,GCLC
MALAT1,GMDS
MALAT1,GNB2
MALAT1,GOLGA4
MALAT1,GOLGB1
MALAT1,GRB10
MALAT1,GRIK4
MALAT1,GSN
MALAT1,NRG1
MALAT1,PRMT2
MALAT1,HSD17B4
MALAT1,HSPA1A
MALAT1,HSPA1B
MALAT1,HSPA4
MALAT1,HSPA9
MALAT1,HSP90AA1
MALAT1,DNAJB1
MALAT1,FOXN2
MALAT1,IFNAR1
MALAT1,ITGA9
MALAT1,ITGB8
MALAT1,ITPR2
MALAT1,KCND2
MALAT1,KCNMA1
MALAT1,KIF2A
MALAT1,IPO5
MALAT1,RPSA
MALAT1,LASP1
MALAT1,LIFR
MALAT1,ABLIM1
MALAT1,LIMS1
MALAT1,LPP
MALAT1,LSAMP
MALAT1,NBR1
MALAT1,MAN1A1
MALAT1,MAN2A1
MALAT1,MAP1A
MALAT1,MEST
MALAT1,MMP16
MALAT1,CD200
MALAT1,MSRA
MALAT1,MVD
MALAT1,MYH10
MALAT1,MYO5A
MALAT1,MYO10
MALAT1,NASP
MALAT1,NCAM2
MALAT1,NDUFS3
MALAT1,SNU13
MALAT1,NNAT
MALAT1,NOVA1
MALAT1,NPC1
MALAT1,NPTX1
MALAT1,NSF
MALAT1,ROR1
MALAT1,NUMA1
MALAT1,NUP88
MALAT1,OPA1
MALAT1,CLDN11
MALAT1,P4HA1
MALAT1,PCBP1
MALAT1,PCDH7
MALAT1,PCDH9
MALAT1,PCSK5
MALAT1,PDPK1
MALAT1,PFKL
MALAT1,SERPINE2
MALAT1,PIN1
MALAT1,PKD2
MALAT1,PLCB4
MALAT1,PLD1
MALAT1,PLXNA2
MALAT1,POLA1
MALAT1,PPM1A
MALAT1,PPP3CC
MALAT1,PRKG1
MALAT1,PRKG2
MALAT1,MAPK6
MALAT1,LGMN
MALAT1,RELN
MALAT1,PSMD11
MALAT1,PTMS
MALAT1,PTPN12
MALAT1,PTPRS
MALAT1,PYGB
MALAT1,RAB27B
MALAT1,RASA1
MALAT1,RASGRF2
MALAT1,RBBP6
MALAT1,REV3L
MALAT1,RGS4
MALAT1,RGS7
MALAT1,RHEB
MALAT1,RPL12
MALAT1,RPL24
MALAT1,RPS15
MALAT1,RPS19
MALAT1,SAT1
MALAT1,SCD
MALAT1,SCN2A
MALAT1,MAP2K4
MALAT1,SLC3A2
MALAT1,SLC8A1
MALAT1,FSCN1
MALAT1,SNX2
MALAT1,SNTB2
MALAT1,SORL1
MALAT1,SPP1
MALAT1,SPTAN1
MALAT1,SRP54
MALAT1,ST13
MALAT1,HSPA13
MALAT1,STK4
MALAT1,CDKL5
MALAT1,SYT1
MALAT1,TACC1
MALAT1,TAPBP
MALAT1,TARBP1
MALAT1,TBCD
MALAT1,THY1
MALAT1,SEC62
MALAT1,TM7SF2
MALAT1,TRAPPC10
MALAT1,TRPC1
MALAT1,TSC1
MALAT1,TSC2
MALAT1,TTC3
MALAT1,TUBA4A
MALAT1,TUBB2A
MALAT1,TUFM
MALAT1,TXNRD1
MALAT1,UBA1
MALAT1,UROS
MALAT1,UVRAG
MALAT1,VCL
MALAT1,VRK2
MALAT1,VSNL1
MALAT1,EIF4H
MALAT1,YWHAH
MALAT1,YWHAZ
MALAT1,ZNF37A
MALAT1,ZNF131
MALAT1,DAP3
MALAT1,TUBA1A
MALAT1,SLMAP
MALAT1,RAB7A
MALAT1,ST7
MALAT1,STAM
MALAT1,USP5
MALAT1,DPF3
MALAT1,GAN
MALAT1,SLC7A5
MALAT1,SYMPK
MALAT1,MKKS
MALAT1,PICALM
MALAT1,RECK
MALAT1,NCK2
MALAT1,CUL4A
MALAT1,CUL2
MALAT1,ATRN
MALAT1,OFD1
MALAT1,PPFIA1
MALAT1,PEX3
MALAT1,CNTNAP1
MALAT1,DGKE
MALAT1,DGKD
MALAT1,CDC14B
MALAT1,CDK10
MALAT1,CASK
MALAT1,RGS20
MALAT1,PLPP1
MALAT1,NUMB
MALAT1,PDE5A
MALAT1,IRS2
MALAT1,SNX4
MALAT1,DPM1
MALAT1,INPP4B
MALAT1,LIN7A
MALAT1,SQSTM1
MALAT1,NAE1
MALAT1,TAX1BP1
MALAT1,MTMR3
MALAT1,HERC3
MALAT1,WASL
MALAT1,KALRN
MALAT1,SLC7A6
MALAT1,PAPSS1
MALAT1,RABEP1
MALAT1,SYNGR1
MALAT1,DGKI
MALAT1,MAP3K13
MALAT1,ARHGEF2
MALAT1,ZMYM5
MALAT1,LRRFIP2
MALAT1,VAPB
MALAT1,PNMA1
MALAT1,CRLF1
MALAT1,MFHAS1
MALAT1,TXNL1
MALAT1,SLIT2
MALAT1,NMT2
MALAT1,FADS2
MALAT1,MAP4K4
MALAT1,SH3BP5
MALAT1,MAGED1
MALAT1,ATP6V1G1
MALAT1,CHD1L
MALAT1,VPS26A
MALAT1,WTAP
MALAT1,ARHGEF10
MALAT1,DZIP3
MALAT1,SDC3
MALAT1,NUP93
MALAT1,RAPGEF2
MALAT1,USP34
MALAT1,SLK
MALAT1,PHACTR2
MALAT1,MLEC
MALAT1,SUSD6
MALAT1,TM9SF4
MALAT1,SPCS2
MALAT1,IP6K1
MALAT1,KIAA0753
MALAT1,CEP350
MALAT1,CEP170
MALAT1,LRIG2
MALAT1,MAGI2
MALAT1,NUAK1
MALAT1,SV2A
MALAT1,SGSM2
MALAT1,TOM1L1
MALAT1,DNAJB6
MALAT1,RAD50
MALAT1,LRPPRC
MALAT1,TRAP1
MALAT1,PLXNC1
MALAT1,FARP1
MALAT1,LHFPL6
MALAT1,PRMT3
MALAT1,FLOT1
MALAT1,RCAN2
MALAT1,GPHN
MALAT1,RABEPK
MALAT1,BCAS2
MALAT1,ABCA8
MALAT1,CEPT1
MALAT1,ANAPC10
MALAT1,ARIH2
MALAT1,SEC24B
MALAT1,COG5
MALAT1,EIF3M
MALAT1,STK25
MALAT1,HYOU1
MALAT1,IPO8
MALAT1,GLRX3
MALAT1,ARPC1A
MALAT1,AGPAT1
MALAT1,ARFGEF1
MALAT1,TACC2
MALAT1,OGA
MALAT1,PHTF1
MALAT1,MAP3K2
MALAT1,GIPC1
MALAT1,HSPH1
MALAT1,FRS2
MALAT1,TUBGCP2
MALAT1,PNPLA6
MALAT1,AP3M2
MALAT1,MLLT11
MALAT1,IMMT
MALAT1,RAB31
MALAT1,ABHD2
MALAT1,WWP2
MALAT1,DIDO1
MALAT1,ATE1
MALAT1,HIBADH
MALAT1,CIT
MALAT1,NUDT4
MALAT1,NISCH
MALAT1,WBP4
MALAT1,AKAP10
MALAT1,RNF24
MALAT1,RNF13
MALAT1,SYNPO
MALAT1,LMTK2
MALAT1,FNDC3A
MALAT1,NLGN1
MALAT1,TCF25
MALAT1,KLHDC10
MALAT1,RAB21
MALAT1,STK38L
MALAT1,PDZRN3
MALAT1,TBC1D9B
MALAT1,GGA2
MALAT1,AVL9
MALAT1,PEG10
MALAT1,KIF1B
MALAT1,SPART
MALAT1,CLASP2
MALAT1,GPATCH8
MALAT1,ZZEF1
MALAT1,SNX13
MALAT1,ZCCHC14
MALAT1,RGL1
MALAT1,CYFIP1
MALAT1,FAF2
MALAT1,FAM168A
MALAT1,PLEKHM2
MALAT1,FBXO28
MALAT1,VPS13A
MALAT1,ANKRD28
MALAT1,RPRD2
MALAT1,ANKRD12
MALAT1,EHBP1
MALAT1,TRIM2
MALAT1,WASHC4
MALAT1,NEDD4L
MALAT1,CLASP1
MALAT1,WDR7
MALAT1,SYNE1
MALAT1,DOCK9
MALAT1,USP24
MALAT1,FNBP4
MALAT1,ARHGEF12
MALAT1,LARP1
MALAT1,PUM2
MALAT1,MED13L
MALAT1,ZDHHC17
MALAT1,CAPN7
MALAT1,ISCU
MALAT1,MORC3
MALAT1,MTREX
MALAT1,NNT
MALAT1,MMD
MALAT1,PIGN
MALAT1,WBP2
MALAT1,BACE1
MALAT1,SLC7A11
MALAT1,TMEFF2
MALAT1,GABARAPL1
MALAT1,PPIL2
MALAT1,FLRT2
MALAT1,LSM4
MALAT1,FBXL2
MALAT1,C1orf43
MALAT1,RTTN
MALAT1,ZNF521
MALAT1,PNKD
MALAT1,TMEM87A
MALAT1,IBTK
MALAT1,CLIP3
MALAT1,C2CD3
MALAT1,LRIG1
MALAT1,OSBPL3
MALAT1,GLCE
MALAT1,LRRTM2
MALAT1,SLITRK5
MALAT1,WIPI2
MALAT1,SERBP1
MALAT1,PITPNC1
MALAT1,FBXL4
MALAT1,KLHL3
MALAT1,CHORDC1
MALAT1,BEX3
MALAT1,MLH3
MALAT1,STAU2
MALAT1,UQCRQ
MALAT1,CACYBP
MALAT1,INTU
MALAT1,GPR162
MALAT1,SESN1
MALAT1,RBMS3
MALAT1,RPS6KA6
MALAT1,STK39
MALAT1,IFT81
MALAT1,ZC3H7A
MALAT1,SETD2
MALAT1,TBK1
MALAT1,ANKRD11
MALAT1,TRHDE
MALAT1,STRN3
MALAT1,LRP12
MALAT1,UBQLN2
MALAT1,HUNK
MALAT1,CHST11
MALAT1,ATL1
MALAT1,JPT1
MALAT1,VPS28
MALAT1,CYB5R4
MALAT1,PLCE1
MALAT1,SLC22A17
MALAT1,UBR5
MALAT1,PPME1
MALAT1,POLK
MALAT1,SNX9
MALAT1,EVL
MALAT1,CHMP5
MALAT1,ARMCX3
MALAT1,ESF1
MALAT1,AZIN1
MALAT1,PCF11
MALAT1,ATP6V1H
MALAT1,CAB39
MALAT1,GALNT7
MALAT1,LRP1B
MALAT1,TPCN1
MALAT1,PTOV1
MALAT1,GNG2
MALAT1,SSH1
MALAT1,FBXO42
MALAT1,MRPS21
MALAT1,PLEKHA5
MALAT1,DHX29
MALAT1,CCDC93
MALAT1,MTMR12
MALAT1,SGTB
MALAT1,SPATA6
MALAT1,RSBN1
MALAT1,LRRN3
MALAT1,KLHL24
MALAT1,CNNM2
MALAT1,AHI1
MALAT1,AFTPH
MALAT1,TRPM7
MALAT1,VPS13C
MALAT1,MFSD6
MALAT1,SYTL2
MALAT1,SNRK
MALAT1,FNBP1L
MALAT1,ZCCHC2
MALAT1,DPP8
MALAT1,ST7L
MALAT1,TTC19
MALAT1,TRNAU1AP
MALAT1,ODR4
MALAT1,TMCO3
MALAT1,PLEKHB2
MALAT1,REX1BD
MALAT1,ENOX1
MALAT1,SLC6A15
MALAT1,PRPF38B
MALAT1,SDAD1
MALAT1,TMEM33
MALAT1,SEC61A2
MALAT1,RPRD1A
MALAT1,SBNO1
MALAT1,ARL8B
MALAT1,DCUN1D2
MALAT1,SETD5
MALAT1,RAVER2
MALAT1,UQCC1
MALAT1,VPS53
MALAT1,CCDC91
MALAT1,RFK
MALAT1,ACER3
MALAT1,WDR33
MALAT1,STRBP
MALAT1,SLC22A15
MALAT1,CSGALNACT2
MALAT1,SLC35E3
MALAT1,GALNT10
MALAT1,BMP2K
MALAT1,ANKRD10
MALAT1,VPS50
MALAT1,TASP1
MALAT1,BTBD2
MALAT1,NPLOC4
MALAT1,MFN1
MALAT1,PPP4R3A
MALAT1,NBPF1
MALAT1,PACS1
MALAT1,FAR2
MALAT1,RCOR3
MALAT1,TTC17
MALAT1,MBD5
MALAT1,FGD6
MALAT1,CSGALNACT1
MALAT1,RNF130
MALAT1,PAG1
MALAT1,TEX2
MALAT1,ZC4H2
MALAT1,CMAS
MALAT1,NRIP3
MALAT1,AGPAT4
MALAT1,SH3GLB2
MALAT1,SPIRE1
MALAT1,C1GALT1
MALAT1,SPPL2B
MALAT1,EMSY
MALAT1,SMYD2
MALAT1,OTUD7B
MALAT1,PARP6
MALAT1,CCNL1
MALAT1,PCNP
MALAT1,CAMK1D
MALAT1,LYRM4
MALAT1,SMURF1
MALAT1,PHTF2
MALAT1,PELI1
MALAT1,THOC2
MALAT1,RHBDD2
MALAT1,USP31
MALAT1,RIMKLB
MALAT1,SERINC1
MALAT1,SEMA6A
MALAT1,ARHGAP20
MALAT1,ARHGAP21
MALAT1,TSHZ3
MALAT1,SHROOM3
MALAT1,KIAA1549
MALAT1,RNF213
MALAT1,ALS2
MALAT1,TNRC6C
MALAT1,SHTN1
MALAT1,SLC7A14
MALAT1,ENOPH1
MALAT1,JAM2
MALAT1,ARHGAP22
MALAT1,SNX6
MALAT1,NAPB
MALAT1,GALNT11
MALAT1,KIF13A
MALAT1,SMOC1
MALAT1,XYLT1
MALAT1,LMBR1
MALAT1,AZI2
MALAT1,NXN
MALAT1,TMEM168
MALAT1,PLPPR2
MALAT1,CRTC3
MALAT1,LMF1
MALAT1,CASD1
MALAT1,NDRG4
MALAT1,UPF3B
MALAT1,GRAMD2B
MALAT1,AACS
MALAT1,DDRGK1
MALAT1,MTMR9
MALAT1,SLC25A23
MALAT1,TAF1D
MALAT1,RETREG2
MALAT1,MFSD11
MALAT1,FSD1
MALAT1,ARMH3
MALAT1,OGFRL1
MALAT1,ARHGAP10
MALAT1,PRKRIP1
MALAT1,TTLL7
MALAT1,MCTP1
MALAT1,SLTM
MALAT1,CCDC102B
MALAT1,RPAP2
MALAT1,THSD4
MALAT1,KIAA0319L
MALAT1,DOCK5
MALAT1,PHC3
MALAT1,SEMA6D
MALAT1,RNF34
MALAT1,SPG11
MALAT1,WDR26
MALAT1,CPEB4
MALAT1,TTYH3
MALAT1,THUMPD2
MALAT1,EEPD1
MALAT1,DUSP16
MALAT1,C1orf21
MALAT1,ANKRD13C
MALAT1,MAP1LC3B
MALAT1,CCNL2
MALAT1,NETO1
MALAT1,ARHGAP24
MALAT1,FAM107B
MALAT1,TLN2
MALAT1,CD99L2
MALAT1,TRAPPC9
MALAT1,LONP2
MALAT1,SYT16
MALAT1,FSD1L
MALAT1,RSPH3
MALAT1,RASSF4
MALAT1,KATNAL1
MALAT1,SLC41A2
MALAT1,FAR1
MALAT1,SLF1
MALAT1,SGIP1
MALAT1,FLYWCH1
MALAT1,BTBD10
MALAT1,TMEM175
MALAT1,DDI2
MALAT1,PCGF5
MALAT1,FAM120B
MALAT1,KIRREL3
MALAT1,USP32
MALAT1,SLC9A7
MALAT1,KLHL22
MALAT1,ATAD1
MALAT1,TBRG1
MALAT1,UBASH3B
MALAT1,NAV3
MALAT1,NAV2
MALAT1,STARD13
MALAT1,SEC11C
MALAT1,SLC25A46
MALAT1,NEK9
MALAT1,CABLES1
MALAT1,MTDH
MALAT1,DTD1
MALAT1,DNER
MALAT1,OLFM2
MALAT1,SAT2
MALAT1,LARP4
MALAT1,GLCCI1
MALAT1,LRRC37B
MALAT1,MYSM1
MALAT1,OSBPL1A
MALAT1,OSBPL8
MALAT1,OSBPL9
MALAT1,OSBPL10
MALAT1,FBXO32
MALAT1,SLC25A26
MALAT1,FCHO2
MALAT1,SLC5A11
MALAT1,EVI5L
MALAT1,PDZD8
MALAT1,SLC36A4
MALAT1,FGD4
MALAT1,ANO4
MALAT1,TRAPPC6B
MALAT1,CDYL2
MALAT1,SLC43A2
MALAT1,CPT1C
MALAT1,DIS3L2
MALAT1,RFTN2
MALAT1,PACRGL
MALAT1,UBLCP1
MALAT1,NCOA7
MALAT1,SGCZ
MALAT1,HGSNAT
MALAT1,CARNMT1
MALAT1,VTI1A
MALAT1,HECTD2
MALAT1,XRRA1
MALAT1,SESN3
MALAT1,PRICKLE1
MALAT1,LRFN5
MALAT1,TOM1L2
MALAT1,ZNF420
MALAT1,COMMD1
MALAT1,FAM117B
MALAT1,GPR155
MALAT1,TTC14
MALAT1,PPP4R2
MALAT1,NEK10
MALAT1,PAQR3
MALAT1,SCFD2
MALAT1,PPM1K
MALAT1,TMEM161B
MALAT1,SRFBP1
MALAT1,CNKSR3
MALAT1,RNF217
MALAT1,TMEM65
MALAT1,CAMSAP1
MALAT1,PRUNE2
MALAT1,TMTC2
MALAT1,TMTC3
MALAT1,DENND5B
MALAT1,GPR180
MALAT1,TOR1AIP2
MALAT1,CCDC138
MALAT1,DCLK2
MALAT1,DHX36
MALAT1,SLC39A11
MALAT1,STT3B
MALAT1,TUBB
MALAT1,ZCCHC24
MALAT1,DOK6
MALAT1,HNRNPA3
MALAT1,NT5DC1
MALAT1,RSBN1L
MALAT1,HS3ST5
MALAT1,TMEM130
MALAT1,TMEM9
MALAT1,RICTOR
MALAT1,LCLAT1
MALAT1,LPCAT4
MALAT1,NAALADL2
MALAT1,SYT14
MALAT1,GK5
MALAT1,ST6GALNAC3
MALAT1,MAP7D2
MALAT1,NEGR1
MALAT1,NALCN
MALAT1,MAGI3
MALAT1,ZNF326
MALAT1,RNF149
MALAT1,SLC9A9
MALAT1,FRYL
MALAT1,RGMB
MALAT1,CHSY3
MALAT1,ZDHHC21
MALAT1,FAM174A
MALAT1,NDUFS7
MALAT1,LRRC37A3
MALAT1,MIGA1
MALAT1,RAB15
MALAT1,YPEL2
MALAT1,EIF2AK4
MALAT1,MTHFD2L
MALAT1,LRRC37A2
MALAT1,MOSMO
SNHG1,S100B
SNHG1,GNG2
SNHG1,MEGF10
SNHG1,CAND1
SNHG1,ADCY2
SNHG1,HERC3
SNHG1,ENOX1
SNHG1,COL5A3
SNHG1,NTRK3
SNHG1,RIMBP2
SNHG1,SLC24A3
SNHG1,GAP43
SNHG1,RGS7
SNHG1,NLGN3
SNHG1,KCNJ4
SNHG1,CDH6
SNHG1,FAM174B
SNHG1,ARMC2
SNHG1,OLIG1
SNHG1,CPEB1
SNHG1,LARGE1
SNHG1,SYNPR
SNHG1,PRICKLE2
SNHG1,RNLS
SNHG1,NLGN4X
SNHG1,NELL1
SNHG1,UPP2
SNHG1,MMP16
SNHG1,VWC2
SNHG1,RNF175
SNHG1,CACNA1E
SNHG1,LRRN1
SNHG1,ZNF385D
SNHG1,ARPP21
SNHG1,LUZP2
SNHG1,CELF2
SNHG1,HCN1
SNHG1,ZNF529
SNHG1,NCALD
SNHG1,MTUS2
SNHG1,ANO5
SNHG1,ELAVL3
SNHG1,FSTL5
SNHG1,HTR2A
SNHG1,PCDH17
SNHG1,NALCN
SNHG1,SORCS2
SNHG1,GABRB1
SNHG1,NPTX1
SNHG1,PGBD5
SNHG1,CALN1
SNHG1,TRMT9B
SNHG1,HS3ST4
SNHG1,HS6ST3
SNHG1,AK9
SNHG1,LSAMP
SNHG1,CSMD3
SNHG1,PIANP
SNHG1,FRMD4B
SNHG1,HEPACAM
SNHG1,WIPF1
SNHG1,NAP1L2
SNHG1,PIP5K1B
SNHG1,DDX1
SNHG1,UNC5D
SNHG1,STARD13
SNHG1,ADGRV1
SNHG1,UNC5C
SNHG1,RNF150
SNHG1,ZNF804B
SNHG1,C10orf90
SNHG1,PTPRZ1
SNHG1,MPPED2
SNHG1,LINGO2
SNHG1,ARL4C
SNHG1,FRRS1L
SNHG1,CBLN2
SNHG1,AJAP1
SNHG1,ATP5F1A
SNHG1,NDRG3
SNHG1,SNRPN
SNHG1,SPOCK1
SNHG1,ST3GAL3
SNHG1,ELMO1
SNHG1,SYT14
SNHG1,MICU3
SNHG1,HTRA1
SNHG1,ANKRD46
SNHG1,ST18
SNHG1,B3GALT2
SNHG1,ACTB
SNHG1,CLVS2
SNHG1,CNKSR2
SNHG1,ZSWIM5
SNHG1,CNRIP1
SNHG1,PCSK2
NEAT1,ANK2
NEAT1,MPPED2
NEAT1,ZNF708
NEAT1,NME5
NEAT1,NDST3
NEAT1,MGAT4C
NEAT1,TCEAL7
NEAT1,TSGA10
NEAT1,TRIM9
A1BG-AS1,ADAR
A1BG-AS1,ATXN2
A1BG-AS1,CPSF6
A1BG-AS1,CPSF7
A1BG-AS1,DDX3X
A1BG-AS1,DHX30
A1BG-AS1,DROSHA
A1BG-AS1,EIF3A
A1BG-AS1,ELAVL1
A1BG-AS1,FAM120A
A1BG-AS1,FIP1L1
A1BG-AS1,GRSF1
A1BG-AS1,HNRNPA2B1
A1BG-AS1,HNRNPC
A1BG-AS1,LARP4
A1BG-AS1,NCBP3
A1BG-AS1,NOP56
A1BG-AS1,NUDT21
A1BG-AS1,PPIG
A1BG-AS1,PRPF8
A1BG-AS1,RO60
A1BG-AS1,RPS3
A1BG-AS1,SRRM4
A1BG-AS1,SRSF7
A1BG-AS1,STAG2
A1BG-AS1,STAU1
A1BG-AS1,TRA2A
A1BG-AS1,UCHL5
A1BG-AS1,WDR33
A2ML1-AS1,AGGF1
A2ML1-AS1,CPSF6
A2ML1-AS1,CPSF7
A2ML1-AS1,DROSHA
A2ML1-AS1,ELAVL1
A2ML1-AS1,HNRNPA2B1
A2ML1-AS1,HNRNPC
A2ML1-AS1,METAP2
A2ML1-AS1,PPIL4
A2ML1-AS1,PRPF8
A2ML1-AS1,QKI
A2ML1-AS1,RO60
A2ML1-AS1,SRSF7
A2ML1-AS1,UCHL5
A2ML1-AS1,WDR33
ABHD15-AS1,ATXN2
ABHD15-AS1,AUTS2
ABHD15-AS1,CAPRIN1
ABHD15-AS1,CPSF6
ABHD15-AS1,DDX24
ABHD15-AS1,DDX3X
ABHD15-AS1,ELAVL1
ABHD15-AS1,FIP1L1
ABHD15-AS1,HNRNPC
ABHD15-AS1,LARP4
ABHD15-AS1,NUDT21
ABHD15-AS1,PCBP2
ABHD15-AS1,PPIG
ABHD15-AS1,PRPF8
ABHD15-AS1,RPS3
ABHD15-AS1,SRRM4
ADAMTS9-AS2,ADAR
ADAMTS9-AS2,ATXN2
ADAMTS9-AS2,DICER1
ADAMTS9-AS2,EIF3A
ADAMTS9-AS2,ELAVL1
ADAMTS9-AS2,HNRNPA2B1
ADAMTS9-AS2,HNRNPC
ADAMTS9-AS2,NUDT21
ADAMTS9-AS2,QKI
ADAMTS9-AS2,RBM6
ADAMTS9-AS2,TNRC6A
ADAMTS9-AS2,WDR33
ADAMTSL4-AS1,ATXN2
ADAMTSL4-AS1,AUTS2
ADAMTSL4-AS1,CPSF6
ADAMTSL4-AS1,CPSF7
ADAMTSL4-AS1,ELAVL1
ADAMTSL4-AS1,FIP1L1
ADAMTSL4-AS1,HNRNPC
ADAMTSL4-AS1,NOP56
ADAMTSL4-AS1,NUDT21
ADAMTSL4-AS1,SRRM4
ADAMTSL4-AS1,WDR33
ADD3-AS1,ATXN2
ADD3-AS1,AUTS2
ADD3-AS1,CAPRIN1
ADD3-AS1,DDX3X
ADD3-AS1,DIS3L2
ADD3-AS1,ELAVL1
ADD3-AS1,FIP1L1
ALOX12-AS1,AGGF1
ALOX12-AS1,AKAP8L
ALOX12-AS1,ATXN2
ALOX12-AS1,CAPRIN1
ALOX12-AS1,CELF2
ALOX12-AS1,CPSF6
ALOX12-AS1,CPSF7
ALOX12-AS1,DDX3X
ALOX12-AS1,DDX42
ALOX12-AS1,EIF4G2
ALOX12-AS1,ELAVL1
ALOX12-AS1,FAM120A
ALOX12-AS1,FIP1L1
ALOX12-AS1,FTO
ALOX12-AS1,HNRNPC
ALOX12-AS1,HNRNPM
ALOX12-AS1,LARP4
ALOX12-AS1,LARP4B
ALOX12-AS1,MBNL2
ALOX12-AS1,NOP58
ALOX12-AS1,NUDT21
ALOX12-AS1,PCBP2
ALOX12-AS1,PCF11
ALOX12-AS1,PPIL4
ALOX12-AS1,PRPF8
ALOX12-AS1,QKI
ALOX12-AS1,RO60
ALOX12-AS1,SF3B1
ALOX12-AS1,SLTM
ALOX12-AS1,SRSF7
ALOX12-AS1,STAG2
ALOX12-AS1,TNRC6A
ALOX12-AS1,TRA2A
ALOX12-AS1,UCHL5
ALOX12-AS1,WDR33
ALOX12-AS1,YTHDC2
ANKRD34C-AS1,DICER1
ANKRD34C-AS1,ELAVL1
ANKRD34C-AS1,NUDT21
APTR,ATXN2
APTR,AUH
APTR,AUTS2
APTR,CAPRIN1
APTR,CPSF6
APTR,CPSF7
APTR,DDX6
APTR,EIF3A
APTR,ELAVL1
APTR,FIP1L1
APTR,HNRNPC
APTR,LARP4B
APTR,NCBP3
APTR,NOP58
APTR,NUDT21
APTR,PRPF8
APTR,RANGAP1
APTR,SF3B1
APTR,SLTM
APTR,SRSF7
APTR,STAU1
APTR,TNRC6A
APTR,TRA2A
APTR,WDR33
APTR,YTHDF3
AQP4-AS1,AGGF1
AQP4-AS1,CAPRIN1
AQP4-AS1,DDX24
AQP4-AS1,DROSHA
AQP4-AS1,ELAVL1
AQP4-AS1,FIP1L1
AQP4-AS1,HNRNPA2B1
AQP4-AS1,HNRNPC
AQP4-AS1,HNRNPM
AQP4-AS1,PCBP2
AQP4-AS1,PRKRA
AQP4-AS1,QKI
AQP4-AS1,RBM6
AQP4-AS1,UCHL5
AQP4-AS1,WDR33
AQP4-AS1,YTHDF3
ARHGAP26-AS1,DHX30
ARHGAP26-AS1,HNRNPA2B1
ARHGAP26-AS1,WDR33
ARHGEF26-AS1,ADAR
ARHGEF26-AS1,ATXN2
ARHGEF26-AS1,AUTS2
ARHGEF26-AS1,DICER1
ARHGEF26-AS1,EIF3A
ARHGEF26-AS1,ELAVL1
ARHGEF26-AS1,FIP1L1
ARHGEF26-AS1,HNRNPA2B1
ARHGEF26-AS1,HNRNPC
ARHGEF26-AS1,NUDT21
ARHGEF26-AS1,RBM6
ARHGEF26-AS1,WDR33
ARRDC1-AS1,AKAP8L
ARRDC1-AS1,ATXN2
ARRDC1-AS1,CAPRIN1
ARRDC1-AS1,CPSF6
ARRDC1-AS1,CPSF7
ARRDC1-AS1,DDX24
ARRDC1-AS1,DDX42
ARRDC1-AS1,DHX9
ARRDC1-AS1,EIF3A
ARRDC1-AS1,EIF4G2
ARRDC1-AS1,ELAVL1
ARRDC1-AS1,FIP1L1
ARRDC1-AS1,FKBP4
ARRDC1-AS1,GRSF1
ARRDC1-AS1,HNRNPC
ARRDC1-AS1,LARP4B
ARRDC1-AS1,MSI2
ARRDC1-AS1,NCBP3
ARRDC1-AS1,NOP56
ARRDC1-AS1,NOP58
ARRDC1-AS1,NUDT21
ARRDC1-AS1,NUMA1
ARRDC1-AS1,PCBP2
ARRDC1-AS1,RANGAP1
ARRDC1-AS1,RO60
ARRDC1-AS1,SF3B1
ARRDC1-AS1,SLTM
ARRDC1-AS1,SRRM4
ARRDC1-AS1,SRSF7
ARRDC1-AS1,STAU1
ARRDC1-AS1,TNRC6A
ARRDC1-AS1,TRA2A
ARRDC1-AS1,YWHAG
ASMTL-AS1,ADAR
ASMTL-AS1,AKAP8L
ASMTL-AS1,CDC40
ASMTL-AS1,CPSF6
ASMTL-AS1,CPSF7
ASMTL-AS1,DDX42
ASMTL-AS1,DDX6
ASMTL-AS1,EIF3H
ASMTL-AS1,ELAVL1
ASMTL-AS1,FAM120A
ASMTL-AS1,FIP1L1
ASMTL-AS1,FKBP4
ASMTL-AS1,GRSF1
ASMTL-AS1,HNRNPA2B1
ASMTL-AS1,HNRNPC
ASMTL-AS1,LARP4
ASMTL-AS1,NUDT21
ASMTL-AS1,PRPF8
ASMTL-AS1,RPS3
ASMTL-AS1,RPS5
ASMTL-AS1,SLTM
ASMTL-AS1,SRSF7
ASMTL-AS1,TRA2A
ASMTL-AS1,YWHAG
ATP1A1-AS1,ATXN2
ATP1A1-AS1,AUTS2
ATP1A1-AS1,CAPRIN1
ATP1A1-AS1,DDX3X
ATP1A1-AS1,ELAVL1
ATP1A1-AS1,FIP1L1
ATP1A1-AS1,HNRNPC
ATP1A1-AS1,NUDT21
ATP1A1-AS1,PCF11
ATP2B1-AS1,ADAR
ATP2B1-AS1,ATXN2
ATP2B1-AS1,AUTS2
ATP2B1-AS1,CPSF6
ATP2B1-AS1,DDX3X
ATP2B1-AS1,NUDT21
ATP2B1-AS1,WDR33
